"full_name","country_code","role","season","team","mins_played","xG","goals","xA","assists","xT","xT_from_passes","xT_from_carries","won_dribblings","attempted_dribblings","won_dribblings_ratio","offensive_aero"
Manolo Gabbiadini,ITA,FW,2020,Sampdoria,876,2.5662179,3,1.263187,2,0.6369138,0.4262694,0.2106444,3,7,0.4286,41.0378
Romelu Lukaku,BEL,FW,2020,Internazionale,2886,24.8041108,24,6.3402472,11,3.02222,0.9220807,2.1001393,53,93,0.5699,62.5985
Leonardo Pavoletti,ITA,FW,2020,Cagliari,1578,6.2987628,4,0.8231701,3,-0.5977207,-0.5886281,-0.0090926,3,6,0.5000,68.4126
Ilija Nestorovski,MKD,FW,2020,Udinese,689,4.3591955,2,1.2559175,1,0.2170375,0.1597646,0.0572729,3,4,0.7500,46.979
Andrej Galabinov,BGR,FW,2020,Spezia,424,2.8538605,3,0.2711367,1,-0.1782997,-0.109503,-0.0687967,2,2,1.0000,47.3304
Lorenzo Insigne,ITA,WAM,2020,Napoli,2871,17.3788527,19,7.985918,7,5.721526,3.5404101,2.1811159,65,105,0.6190,42.7684
Federico Santander,PRY,FW,2020,Bologna,35,0.1633733,,0.372747,1,0.0695675,0.0649662,0.0046013,,,,67.1721
Gianluca Lapadula,PER,FW,2020,Benevento,2574,10.6473259,8,2.1634476,2,0.4396768,-0.4515374,0.8912142,16,22,0.7273,35.7373
Nicola Sansone,ITA,WAM,2020,Bologna,1165,3.5903283,2,1.8256027,2,1.3827,0.6902365,0.6924635,34,60,0.5667,24.7331
Roberto Inglese,ITA,FW,2020,Parma,572,0.740504,,0.7382916,2,0.151812,0.087422,0.06439,8,15,0.5333,53.7982
Luis Muriel,COL,FW,2020,Atalanta,1433,16.1308108,22,4.4265641,9,3.1899813,1.6027534,1.5872279,53,90,0.5889,46.0632
JP Galvão,ITA,FW,2020,Cagliari,3262,12.4467289,16,3.9627772,3,1.5000809,1.2671943,0.2328866,39,80,0.4875,42.1217
Álvaro Morata,ESP,FW,2020,Juventus,2017,10.8720143,11,3.1861302,9,1.6041346,0.6318368,0.9722978,23,41,0.5610,60.2071
Gerard Deulofeu,ESP,FW,2020,Udinese,598,1.4248423,1,1.3473295,1,1.2956494,0.2181072,1.0775422,9,21,0.4286,25.2124
Grégoire Defrel,FRA,FW,2020,Sassuolo,1331,2.1834048,3,1.3217972,3,-0.0157624,-0.1779651,0.1622027,14,26,0.5385,35.3885
Ante Rebic,HRV,FW,2020,Milan,1780,6.5570371,11,4.8839988,4,2.4302422,1.5499613,0.8802809,20,41,0.4878,51.8583
Duván Zapata,COL,FW,2020,Atalanta,2396,17.0777458,15,5.4241808,9,2.2791985,0.6089848,1.6702137,34,85,0.4000,54.0016
Ernesto Torregrossa,VEN,FW,2020,Sampdoria,166,0.8000734,1,0.1339424,,-0.0000186,0.0283663,-0.0283849,3,5,0.6000,50.4182
Andrea Belotti,ITA,FW,2020,Torino,2894,13.1947604,13,5.3961934,6,1.8846262,1.8922656,-0.0076394,47,81,0.5802,53.8742
Federico Ricci,ITA,WAM,2020,Sassuolo,3,0.0,,0.0004167,,-0.0128292,-0.011396,-0.0014332,1,1,1.0000,
Andreas Cornelius,DNK,FW,2020,Parma,1902,2.576833,1,2.0197152,4,-0.3049755,0.0062405,-0.311216,11,19,0.5789,82.6239
Joaquín Correa,ARG,FW,2020,Lazio,1944,6.8548483,8,2.5844608,3,2.5508162,0.7100484,1.8407678,35,84,0.4167,41.0107
Domenico Berardi,ITA,WAM,2020,Sassuolo,2485,16.056948,17,5.7486806,7,4.4887943,2.7932499,1.6955444,30,63,0.4762,40.001
Paulo Dybala,ARG,FW,2020,Juventus,1135,5.3792119,4,2.8636099,3,1.4976937,0.8702294,0.6274643,27,47,0.5745,31.5338
Ryder Matos,BRA,FW,2020,Udinese,12,0.0,,0.0635991,,0.0127927,0.0052589,0.0075338,1,1,1.0000,37.5224
Kiril Despodov,BGR,FW,2020,Cagliari,10,,,0.0,,,,,,,,46.0591
Jérémie Boga,CIV,WAM,2020,Sassuolo,1790,3.4609571,4,1.4341368,2,1.5475574,0.0917538,1.4558036,87,153,0.5686,33.4593
Federico Bernardeschi,ITA,WAM,2020,Juventus,961,1.341449,,2.1348615,2,1.2458383,0.8491654,0.3966729,22,32,0.6875,57.1744
Andrea Petagna,ITA,FW,2020,Napoli,955,4.6348165,4,1.9626196,3,0.1330703,-0.1969579,0.3300282,7,12,0.5833,71.6751
Roberto Insigne,ITA,WAM,2020,Benevento,1605,4.1212543,2,2.9568828,4,1.2428721,0.7307829,0.5120892,19,29,0.6552,43.5209
Mattia Sprocati,ITA,WAM,2020,Parma,21,0.0,,0.0085368,,-0.0020815,-0.0020815,0.0,,,,
Gastón Pereiro,URY,FW,2020,Cagliari,263,2.1941229,2,1.2834536,2,0.5748528,0.4477974,0.1270554,3,7,0.4286,48.0706
Matteo Politano,ITA,WAM,2020,Napoli,1909,6.023403,9,3.2215646,4,2.4081733,0.8315349,1.5766384,37,60,0.6167,31.5433
Daniele Verde,ITA,WAM,2020,Spezia,980,2.9479455,6,2.7356015,1,1.1731657,0.7262218,0.4469439,7,17,0.4118,
Vedat Muriqi,XKX,FW,2020,Lazio,817,3.2281634,1,0.5743141,,0.1919207,-0.0507846,0.2427053,2,7,0.2857,66.7935
Alberto Cerri,ITA,FW,2020,Cagliari,356,2.7331293,1,1.1608424,,0.4131845,0.3856445,0.02754,8,13,0.6154,70.9686
Keita Baldé,SEN,FW,2020,Sampdoria,1194,6.294085,7,1.5579896,1,0.7897817,-0.0377545,0.8275362,16,26,0.6154,45.0849
Mattia Zaccagni,ITA,WAM,2020,Verona,2630,3.6233298,5,3.5083145,5,3.1269851,1.9444968,1.1824883,61,104,0.5865,45.1054
Vittorio Parigini,ITA,WAM,2020,Genoa,52,0.0143772,,0.1963285,,-0.0002578,-0.0204942,0.0202364,1,2,0.5000,52.3177
Emmanuel Gyasi,GHA,WAM,2020,Spezia,2857,5.1564371,4,3.1100413,6,0.9436526,0.1431182,0.8005344,41,69,0.5942,44.6796
Federico Bonazzoli,ITA,FW,2020,Torino,552,1.20312,2,0.7437481,2,0.1537518,0.0816793,0.0720725,8,15,0.5333,35.7944
Federico Bonazzoli,ITA,FW,2020,Sampdoria,133,0.1815035,,0.6098827,1,0.3278301,0.2804273,0.0474028,2,2,1.0000,40.1408
Simy,NGA,FW,2020,Crotone,2943,17.8845877,20,1.230989,2,0.5349316,-0.5333092,1.0682408,36,57,0.6316,43.6969
Giovanni Simeone,ARG,FW,2020,Cagliari,1743,6.8987277,6,0.756973,2,-0.264523,-0.3169159,0.0523929,15,23,0.6522,47.2764
Ignacio Pussetto,ARG,FW,2020,Udinese,756,2.3878243,3,0.3930965,1,0.618796,0.3724158,0.2463802,15,26,0.5769,57.6858
Antonio Sanabria,PRY,FW,2020,Torino,984,3.4747711,5,0.5196258,1,0.2010884,0.1409807,0.0601077,11,21,0.5238,50.2432
Lukás Haraslín,SVK,WAM,2020,Sassuolo,325,0.7465147,,0.5639522,,0.5206185,0.2093953,0.3112232,5,13,0.3846,50.8947
Gabriele Moncini,ITA,FW,2020,Benevento,356,0.9043998,,0.0949399,,0.2759061,0.0055785,0.2703276,4,6,0.6667,47.6753
Hirving Lozano,MEX,WAM,2020,Napoli,1972,9.1542403,11,3.9058772,3,2.9517702,1.2148727,1.7368975,29,70,0.4143,43.9303
Carles Pérez,ESP,WAM,2020,Roma,761,2.8750723,2,1.1077886,1,0.4652959,0.0527213,0.4125746,17,32,0.5313,40.8971
Yann Karamoh,FRA,WAM,2020,Parma,1301,3.9559694,2,1.268861,1,1.5885797,0.5852674,1.0033123,38,55,0.6909,28.6488
Kevin Lasagna,ITA,FW,2020,Verona,1268,3.1033156,2,0.8711369,,0.4871852,-0.0926039,0.5797891,8,18,0.4444,62.8456
Kevin Lasagna,ITA,FW,2020,Udinese,1102,7.3070386,2,0.9153905,1,0.1399039,0.1148377,0.0250662,5,15,0.3333,53.494
Samu Castillejo,ESP,WAM,2020,Milan,1173,2.3225346,1,0.9108806,,0.402863,0.1180995,0.2847635,30,47,0.6383,43.9113
Alex Berenguer,ESP,WAM,2020,Torino,133,0.3904539,,0.0482913,,0.0590712,0.0231494,0.0359218,2,2,1.0000,41.3708
Jakub Jankto,CZE,WAM,2020,Sampdoria,2419,4.1871626,6,3.9596332,3,2.1612146,1.6016558,0.5595588,10,26,0.3846,32.2872
Gianluca Scamacca,ITA,FW,2020,Genoa,1349,7.262223,8,1.88968,2,0.7414993,0.34363,0.3978693,16,22,0.7273,61.2817
Simone Edera,ITA,WAM,2020,Torino,50,0.115735,,0.1976101,,0.0208079,-0.0096534,0.0304613,2,2,1.0000,
Borja Mayoral,ESP,FW,2020,Roma,1554,7.238753,10,1.2605031,2,-0.0237999,-0.1514715,0.1276716,10,22,0.4545,35.4167
Andrea Favilli,ITA,FW,2020,Verona,332,1.4667472,2,0.0990501,,0.5613033,-0.1067069,0.6680102,3,7,0.4286,57.386
Eldor Shomurodov,UZB,FW,2020,Genoa,1679,5.8885646,8,1.4226111,1,0.8577163,0.184042,0.6736743,15,34,0.4412,41.0286
Antonino La Gumina,ITA,FW,2020,Sampdoria,339,0.6972261,,0.0306539,,-0.1217142,-0.0687576,-0.0529566,5,6,0.8333,34.4124
Patrick Cutrone,ITA,FW,2020,Fiorentina,185,0.149788,,0.0275165,,-0.0587795,-0.0564731,-0.0023064,,,,39.0711
Lautaro Martínez,ARG,FW,2020,Internazionale,2576,15.2501446,17,3.2981829,6,1.8020763,0.6574371,1.1446392,36,71,0.5070,46.7761
Sam Lammers,NLD,FW,2020,Atalanta,277,1.2545119,2,0.329738,,0.0403446,-0.059542,0.0998866,13,18,0.7222,46.6521
Andrea Pinamonti,ITA,FW,2020,Internazionale,164,0.8235107,1,0.0778786,,-0.0232329,-0.0145123,-0.0087206,2,3,0.6667,50.79
Rafael Leão,PRT,WAM,2020,Milan,1934,6.5461865,6,3.0761287,6,1.3489369,0.5349773,0.8139596,40,65,0.6154,60.7015
Adam Ounas,DZA,WAM,2020,Cagliari,306,0.8382888,,0.966649,,0.4746415,0.2357489,0.2388926,19,30,0.6333,28.9331
Adam Ounas,DZA,WAM,2020,Crotone,1206,2.405738,4,2.7315968,3,1.8313085,0.9217846,0.9095239,57,75,0.7600,37.8392
Victor Osimhen,NGA,FW,2020,Napoli,1575,10.3031093,10,1.2560256,3,0.2216335,-0.3745282,0.5961617,12,27,0.4444,60.3171
M'Bala Nzola,AGO,FW,2020,Spezia,1897,9.1033192,11,1.6939956,3,-0.3660392,-0.7426761,0.3766369,27,43,0.6279,46.4072
Denis Dragus,ROU,FW,2020,Crotone,172,0.0977955,,0.1612004,,0.096134,0.072957,0.023177,5,8,0.6250,49.144
Lubomir Tupta,SVK,FW,2020,Verona,49,0.131036,,0.0033235,,-0.0369194,-0.0438669,0.0069475,,,,49.8136
Nicolás Schiappacasse,URY,FW,2020,Sassuolo,14,0.0,,0.0095426,,0.0057662,0.0057662,0.0,,,,47.5967
Justin Kluivert,NLD,WAM,2020,Roma,18,0.0137699,,0.0309694,,0.0294429,0.0182557,0.0111872,,,,
Federico Chiesa,ITA,WAM,2020,Fiorentina,241,0.7299446,1,1.223205,1,0.5474447,0.4663752,0.0810695,6,13,0.4615,33.2966
Federico Chiesa,ITA,WAM,2020,Juventus,2227,6.559753,8,4.9421983,8,3.3321609,1.8736553,1.4585056,48,84,0.5714,26.8878
Riccardo Orsolini,ITA,WAM,2020,Bologna,1757,8.81775,7,2.2437693,3,1.88909,0.8160516,1.0730384,36,64,0.5625,42.7863
Dusan Vlahovic,SRB,FW,2020,Fiorentina,2933,18.1340346,21,1.4081161,3,0.7019946,-0.067766,0.7697606,27,54,0.5000,53.5178
Eljif Elmas,MKD,WAM,2020,Napoli,715,1.5407678,2,0.6370101,1,0.1366789,-0.2710244,0.4077033,12,16,0.7500,37.6912
Jens Petter Hauge,NOR,WAM,2020,Milan,522,0.8705561,2,0.9128494,,0.6026984,0.4263682,0.1763302,9,18,0.5000,44.2222
Roberto Piccoli,ITA,FW,2020,Spezia,700,4.9379523,5,0.1197517,,-0.0164872,-0.1871717,0.1706845,5,8,0.6250,44.0548
Edoardo Vergani,ITA,FW,2020,Bologna,11,0.0,,0.0007105,,-0.0038971,-0.0057045,0.0018074,,,,
Christian Kouamé,CIV,FW,2020,Fiorentina,980,3.1397589,1,1.2488562,1,0.107461,0.1009202,0.0065408,16,27,0.5926,58.0634
Riccardo Sottil,ITA,WAM,2020,Cagliari,1190,1.9146482,2,1.4797375,1,1.301557,0.6138304,0.6877266,40,59,0.6780,47.5139
Dennis Man,ROU,WAM,2020,Parma,697,2.327368,2,0.5137692,1,0.5906244,0.3824644,0.20816,13,18,0.7222,56.6545
Emanuel Vignato,ITA,WAM,2020,Bologna,1190,1.3452924,1,3.0858745,4,1.7758656,1.3618043,0.4140613,23,38,0.6053,42.7314
Giacomo Vrioni,ALB,FW,2020,Juventus,1,0.0,,0.0516044,,0.062892,0.0507443,0.0121477,,,,
Mehdi Léris,DZA,WAM,2020,Sampdoria,373,0.0491662,,0.2986937,,0.3390666,0.1954118,0.1436548,6,14,0.4286,56.2392
Hamed Traorè,CIV,WAM,2020,Sassuolo,1789,4.5858552,5,2.2551877,2,1.873962,1.0089013,0.8650607,52,76,0.6842,46.4244
Andreas Skov Olsen,DNK,WAM,2020,Bologna,1176,4.3667595,2,2.276147,2,1.2003251,0.4148361,0.785489,17,39,0.4359,52.146
Junior Messias,BRA,WAM,2020,Crotone,3217,7.2361168,9,3.3854559,4,3.6453293,1.7642951,1.8810342,105,163,0.6442,43.5868
Alexis Saelemaekers,BEL,WAM,2020,Milan,2030,2.4511618,2,2.7195171,4,1.3922275,0.8148936,0.5773339,37,61,0.6066,31.9779
Manolo Portanova,ITA,WAM,2020,Juventus,70,0.5022243,,0.0069815,,0.0766529,0.0091618,0.0674911,,,,50.0
Manolo Portanova,ITA,WAM,2020,Genoa,63,0.0175748,,0.0243828,,0.0897134,0.0879117,0.0018017,2,3,0.6667,52.785
Valentin Mihaila,ROU,WAM,2020,Parma,692,2.7836561,3,0.4138231,,0.7733323,0.0201679,0.7531644,14,28,0.5000,36.7508
Mikkel Damsgaard,DNK,WAM,2020,Sampdoria,1770,2.7950084,2,2.5365642,4,1.203883,0.9487521,0.2551309,51,87,0.5862,56.5385
Musa Barrow,GMB,WAM,2020,Bologna,2933,7.7350441,8,4.3002077,8,2.0390459,0.5479699,1.491076,34,71,0.4789,28.8726
Vincenzo Millico,ITA,FW,2020,Torino,19,,,0.0328268,,0.0059903,0.0086754,-0.0026851,,1,,
Dejan Kulusevski,SWE,WAM,2020,Juventus,1918,3.3489902,4,4.5769095,3,2.873297,1.4903083,1.3829887,43,72,0.5972,38.1859
Giacomo Raspadori,ITA,FW,2020,Sassuolo,1229,4.6048886,6,1.8509094,,0.0364208,-0.1622305,0.1986513,15,29,0.5172,40.0874
Félix Correia,PRT,WAM,2020,Juventus,6,0.0,,0.0015561,,0.0002542,0.0035099,-0.0032557,,,,
Lorenzo Colombo,ITA,FW,2020,Milan,92,0.6223547,,0.0527695,,0.0402306,0.0050677,0.0351629,1,2,0.5000,48.1279
Adolfo Gaich,ARG,FW,2020,Benevento,771,2.5305695,2,0.1526139,,0.3204662,-0.0406963,0.3611625,9,24,0.3750,36.654
Augustus Kargbo,SLE,FW,2020,Crotone,32,0.0,,0.0041601,,-0.0284972,-0.0289156,0.0004184,1,2,0.5000,
Joshua Zirkzee,NLD,FW,2020,Parma,109,0.0674642,,0.0688026,,0.0127893,0.035777,-0.0229877,4,4,1.0000,41.1324
Andrea Adorante,ITA,WAM,2020,Parma,9,0.0,,0.0000537,,-0.0027642,-0.0027642,0.0,,,,50.0
Raúl Moro,ESP,WAM,2020,Lazio,10,0.0,,0.0,,-0.0505174,0.0,-0.0505174,,2,,
Antonio Cioffi,ITA,WAM,2020,Napoli,11,0.0,,0.0143044,,0.0019613,-0.0020946,0.0040559,1,1,1.0000,
Drissa Camara,CIV,WAM,2020,Parma,14,0.0,,0.0005185,,0.0129943,-0.0070489,0.0200432,1,2,0.5000,
Ebrima Colley,GMB,WAM,2020,Verona,720,1.7767783,1,1.0439764,,0.3096951,0.0385093,0.2711858,18,31,0.5806,25.5615
Giuseppe Di Serio,ITA,FW,2020,Benevento,278,0.5818543,,0.3001039,,0.2039891,0.1336295,0.0703596,6,6,1.0000,42.3265
Daniel Maldini,ITA,WAM,2020,Milan,26,0.0858055,,0.0623229,,0.1269289,0.0434126,0.0835163,2,2,1.0000,
Giuseppe Caso,ITA,FW,2020,Genoa,53,0.0,,0.0015965,,0.0270032,-0.0136685,0.0406717,2,4,0.5000,50.0
Amad Diallo,CIV,WAM,2020,Atalanta,13,0.0253171,,0.0165263,,0.0583023,0.0468941,0.0114082,,2,,50.0
Brian Oddei,ITA,WAM,2020,Sassuolo,40,0.1286799,,0.6462415,2,0.035948,-0.0117413,0.0476893,3,4,0.7500,
Simone Rabbi,ITA,FW,2020,Bologna,31,0.0,,0.0063773,1,0.0065008,0.0059033,0.0005975,,1,,50.0
Mattia Pagliuca,ITA,WAM,2020,Bologna,12,0.0,,0.0106438,,-0.0361561,-0.0396975,0.0035414,,1,,
Chaka Traorè,CIV,FW,2020,Parma,15,0.2512011,,0.0168387,,0.0530324,0.0266766,0.0263558,,1,,
Antonio Raimondo,ITA,FW,2020,Bologna,1,,,0.0,,,,,,,,50.0
Dusan Vlahovic,SRB,FW,2021,Juventus,1077,5.6680795,7,0.3910125,1,0.1726598,-0.0733249,0.2459847,11,27,0.4074,63.4608
Lys Mousset,FRA,FW,2021,Salernitana,158,0.0984282,,0.2003686,1,0.1162009,0.0999818,0.0162191,3,7,0.4286,45.1928
Mikael,BRA,FW,2021,Salernitana,77,0.1439684,,0.0122784,,0.028931,-0.0026901,0.0316211,,2,,64.7572
Diego Perotti,ARG,WAM,2021,Salernitana,277,1.5178785,,0.5026784,,0.1596313,-0.0746366,0.2342679,8,13,0.6154,45.471
Valentin Mihaila,ROU,WAM,2021,Atalanta,73,0.0177271,,0.0604901,,0.1015171,0.0369151,0.064602,2,3,0.6667,39.3291
Jérémie Boga,CIV,WAM,2021,Atalanta,764,1.3617301,,2.0683313,,1.7896852,0.8117555,0.9779297,31,59,0.5254,30.0565
Arthur Cabral,BRA,FW,2021,Fiorentina,750,4.1348497,2,0.4074914,2,-0.0545861,-0.225632,0.1710459,9,14,0.6429,47.6906
Roberto Piccoli,ITA,FW,2021,Genoa,215,0.3663888,,0.1147056,,-0.1121669,-0.1245293,0.0123624,2,3,0.6667,51.2979
Albert Gudmundsson,ISL,WAM,2021,Genoa,605,1.2903901,1,1.5014031,,0.6623761,0.3103165,0.3520596,7,14,0.5000,35.437
Vladyslav Supryaha,UKR,FW,2021,Sampdoria,23,0.0,,0.0011299,,0.0256583,0.0019595,0.0236988,,,,
Emil Ceïde,NOR,WAM,2021,Sassuolo,49,0.0,,0.0134571,,0.0717189,0.0190872,0.0526317,1,4,0.2500,54.599
Pietro Pellegri,ITA,FW,2021,Torino,210,0.2806779,1,0.0194523,,0.0312787,-0.0256902,0.0569689,4,8,0.5000,38.4492
Jean-Pierre Nsame,CMR,FW,2021,Venezia,235,0.406658,,0.3942733,1,0.1757857,0.0725394,0.1032463,1,3,0.3333,67.2282
Felipe Caicedo,ECU,FW,2021,Internazionale,21,0.0,,0.1122387,,0.0801802,0.0678379,0.0123423,,,,
Moustapha Cissé,GIN,FW,2021,Atalanta,35,0.5700364,1,0.0065691,,0.1194707,-0.0006044,0.1200751,1,1,1.0000,53.2947
Hilmir Mikaelsson,ISL,FW,2021,Venezia,17,,,0.0004841,,0.0101484,0.0046804,0.005468,,,,48.0989
Patrick Leal,USA,FW,2021,Venezia,1,,,0.0,,,,,,,,
Mehdi Léris,DZA,WAM,2022,Sampdoria,2463,3.7833738,1,1.5431473,1,1.4713975,1.1587194,0.3126781,29,60,0.4833,67.2739
Francesco Caputo,ITA,FW,2022,Sampdoria,1100,1.7461564,1,0.7133556,,-0.3120729,-0.3432365,0.0311636,3,8,0.3750,41.3635
Fabio Quagliarella,ITA,FW,2022,Sampdoria,796,2.4378789,1,0.823622,1,0.2105615,0.2307284,-0.0201669,4,7,0.5714,40.4651
Manuel De Luca,ITA,FW,2022,Sampdoria,43,0.0,,0.0028737,,-0.0523159,-0.0308159,-0.0215,,,,37.3052
Lorenzo Malagrida,ITA,WAM,2022,Sampdoria,105,0.1208224,,0.1039897,,0.1559144,0.0723958,0.0835186,2,2,1.0000,47.3877
Manolo Gabbiadini,ITA,FW,2022,Sampdoria,2367,6.2387498,7,4.224891,2,1.9625946,1.6818923,0.2807023,6,22,0.2727,42.1858
Luis Muriel,COL,FW,2022,Atalanta,1065,2.6119899,4,4.776508,3,3.056563,1.9807973,1.0757657,34,67,0.5075,39.592
Duván Zapata,COL,FW,2022,Atalanta,1393,3.9409464,2,1.3159497,2,0.2078395,-0.259344,0.4671835,20,36,0.5556,69.9839
Jérémie Boga,CIV,WAM,2022,Atalanta,771,1.57053,2,3.5875189,5,2.0365891,1.0727355,0.9638536,48,81,0.5926,29.4095
Ademola Lookman,NGA,WAM,2022,Atalanta,1734,10.0288126,13,6.0565998,6,3.1213763,2.1127964,1.0085799,34,71,0.4789,30.5717
Junior Messias,BRA,WAM,2022,Milan,1509,2.3611897,5,1.8771813,2,1.2761346,0.8721301,0.4040045,34,55,0.6182,37.4339
Rafael Leão,PRT,WAM,2022,Milan,2430,11.6552076,15,6.6262304,8,5.8807096,3.2143081,2.6664015,77,154,0.5000,57.7493
Ante Rebic,HRV,FW,2022,Milan,976,3.0438772,3,2.1632061,2,0.6785561,0.566091,0.1124651,15,29,0.5172,48.1224
Alexis Saelemaekers,BEL,WAM,2022,Milan,1397,2.5642724,2,3.6860034,3,2.2617061,1.3619718,0.8997343,31,64,0.4844,43.0147
Charles De Ketelaere,BEL,FW,2022,Milan,1101,2.1560941,,1.6004713,1,1.2880135,0.7780782,0.5099353,36,52,0.6923,62.3024
Divock Origi,BEL,FW,2022,Milan,1016,2.9228707,2,0.6508081,1,0.6426585,0.0766159,0.5660426,15,24,0.6250,46.2677
Olivier Giroud,FRA,FW,2022,Milan,2147,14.5063276,13,2.1424281,5,-0.1375049,-0.2964303,0.1589254,7,13,0.5385,74.097
Gerard Deulofeu,ESP,FW,2022,Udinese,1218,5.4328604,2,4.1988321,6,3.4609019,2.1670275,1.2938744,20,41,0.4878,21.3897
Isaac Success,NGA,FW,2022,Udinese,1820,3.1228817,1,3.2227046,6,1.1525585,0.659956,0.4926025,30,59,0.5085,62.4309
Beto,PRT,FW,2022,Udinese,2132,10.4955681,10,1.5936506,1,0.196309,-0.283195,0.479504,32,72,0.4444,64.7556
Ilija Nestorovski,MKD,FW,2022,Udinese,624,1.3684997,2,0.4352237,1,-0.2098751,-0.1792115,-0.0306636,3,4,0.7500,32.6981
Andrea Petagna,ITA,FW,2022,Monza,1669,5.5205399,4,2.265249,5,-0.3519983,-0.3853496,0.0333513,20,31,0.6452,53.9343
Dany Mota,PRT,FW,2022,Monza,1925,5.5964629,5,1.933022,1,1.1720776,0.3256559,0.8464217,36,60,0.6000,49.9889
Christian Gytkjær,DNK,FW,2022,Monza,537,3.3849875,1,0.1627028,,0.5561325,0.0746425,0.48149,3,5,0.6000,46.7485
Samuele Vignato,ITA,FW,2022,Monza,56,0.0572496,,0.0675913,1,0.01534,-0.050058,0.065398,3,4,0.7500,47.7385
Nemanja Radonjic,SRB,WAM,2022,Torino,1460,5.5736902,2,2.3871473,2,2.2052926,0.6813366,1.523956,50,110,0.4545,44.9752
Antonio Sanabria,PRY,FW,2022,Torino,2441,10.5511482,12,1.917117,4,-0.6587575,-0.6424638,-0.0162937,23,34,0.6765,56.9547
Pietro Pellegri,ITA,FW,2022,Torino,459,0.8863585,2,0.5266073,,0.2511619,0.2331921,0.0179698,3,14,0.2143,31.2023
Federico Di Francesco,ITA,WAM,2022,Lecce,2035,3.2382855,2,2.0451744,2,1.6107141,1.0236666,0.5870475,18,45,0.4000,42.2011
Gabriel Strefezza,BRA,WAM,2022,Lecce,2459,6.1149914,8,4.247226,4,2.4542196,1.456639,0.9975806,36,78,0.4615,27.683
Assan Ceesay,GMB,FW,2022,Lecce,1813,4.6845823,6,0.7238316,,0.2928676,-0.0501006,0.3429682,22,34,0.6471,48.6783
Marcin Listkowski,POL,WAM,2022,Lecce,74,0.038867,,0.01209,,0.023295,0.0069252,0.0163698,,,,
Pablo Rodríguez,ESP,FW,2022,Lecce,50,0.0,,0.0221529,,0.0867485,0.0724347,0.0143138,,,,32.8007
